"State","NAICS.id","All establishments","Establishments not operated for the entire year","Establishments operated for the entire year","Score","NAICS.display-label","RCPTOT","PAYANN","PAYQTR1","EMP","ADMIN_PCT","IMPUT_PCT"
"MN","445",2481,165,2202,16902,"Food and beverage stores","10135631","1039863","248926","52671","11.3","4.7"
"MN","4451",1133,92,995,8255,"Grocery stores","8511419","875729","209745","42203","10.2","4.4"
"MN","44511",981,72,883,7613.25,"Supermarkets and other grocery (except convenience) stores","8426575","870109","208399","41771","9.7","4.3"
"MN","445110",981,72,883,7613.25,"Supermarkets and other grocery (except convenience) stores","8426575","870109","208399","41771","9.7","4.3"
"MN","44512",152,31,112,641.75,"Convenience stores","84844","5620","1346","432","55.1","11.6"
"MN","445120",152,31,112,641.75,"Convenience stores","84844","5620","1346","432","55.1","11.6"
"MN","4452",435,55,363,2175.5,"Specialty food stores","304087","57577","13370","3899","24.0","4.7"
"MN","4453",913,58,844,6471.5,"Beer, wine, and liquor stores","1320125","106557","25811","6569","15.7","6.6"
"MN","44531",913,58,844,6471.5,"Beer, wine, and liquor stores","1320125","106557","25811","6569","15.7","6.6"
"MN","445310",913,58,844,6471.5,"Beer, wine, and liquor stores","1320125","106557","25811","6569","15.7","6.6"
"MN","446",1341,68,1247,9428.25,"Health and personal care stores","3724789","486078","117934","15495","7.0","9.1"
"MN","4461",1341,68,1247,9428.25,"Health and personal care stores","3724789","486078","117934","15495","7.0","9.1"
"MN","44611",574,33,535,5116.75,"Pharmacies and drug stores","3008707","350356","85022","10327","5.9","9.4"
"MN","446110",574,33,535,5116.75,"Pharmacies and drug stores","3008707","350356","85022","10327","5.9","9.4"
"MN","44612",179,18,159,1110,"Cosmetics, beauty supplies, and perfume stores","201790","24947","5916","1662","8.4","8.2"
"MN","446120",179,18,159,1110,"Cosmetics, beauty supplies, and perfume stores","201790","24947","5916","1662","8.4","8.2"
"MN","44613",280,5,271,1684.75,"Optical goods stores","222641","49385","12226","1694","12.4","7.6"
"MN","446130",280,5,271,1684.75,"Optical goods stores","222641","49385","12226","1694","12.4","7.6"
"MN","44619",308,22,282,1516.75,"Other health and personal care stores","291651","61390","14770","1812","13.3","7.5"
"MN","446191",142,9,133,611.25,"Food (health) supplement stores","62029","8958","2061","545","20.3","6.7"
"MN","446199",166,15,149,905.5,"All other health and personal care stores","229622","52432","12709","1267","11.4","7.7"
"MN","447",2192,86,2087,19950.5,"Gasoline stations","11992644","393417","93843","24079","9.9","4.5"
"MN","4471",2192,86,2087,19950.5,"Gasoline stations","11992644","393417","93843","24079","9.9","4.5"
"MN","44711",1889,69,1804,17485.75,"Gasoline stations with convenience stores","10184217","325569","77243","20954","9.8","4.9"
"MN","447110",1889,69,1804,17485.75,"Gasoline stations with convenience stores","10184217","325569","77243","20954","9.8","4.9"
"MN","44719",303,20,283,2464.75,"Other gasoline stations","1808427","67848","16600","3125","10.2","2.3"
"MN","447190",303,20,283,2464.75,"Other gasoline stations","1808427","67848","16600","3125","10.2","2.3"
"MN","448",2212,105,1991,13893,"Clothing and clothing accessories stores","3103141","389654","96825","25578","6.6","3.1"
"MN","4481",1516,84,1358,9526.5,"Clothing stores","2270151","277642","68740","20406","4.4","3.2"
"MN","44811",107,13,93,629,"Men's clothing stores","106334","19783","4910","823","9.8","11.9"
"MN","448110",107,13,93,629,"Men's clothing stores","106334","19783","4910","823","9.8","11.9"
"MN","44812",627,51,548,3665,"Women's clothing stores","547378","71487","17322","6126","6.5","2.5"
"MN","448120",627,51,548,3665,"Women's clothing stores","547378","71487","17322","6126","6.5","2.5"
"MN","44813",103,13,90,745,"Children's and infants' clothing stores","170450","13434","3338","1276","3.3","0.3"
"MN","448130",103,13,90,745,"Children's and infants' clothing stores","170450","13434","3338","1276","3.3","0.3"
"MN","44814",372,19,351,2908.25,"Family clothing stores","1109520","125247","31223","8985","2.1","0.8"
"MN","448140",372,19,351,2908.25,"Family clothing stores","1109520","125247","31223","8985","2.1","0.8"
"MN","44815",114,9,105,534.75,"Clothing accessories stores","93295","10977","3170","772","8.0","4.5"
"MN","448150",114,9,105,534.75,"Clothing accessories stores","93295","10977","3170","772","8.0","4.5"
"MN","44819",193,21,171,1044.5,"Other clothing stores","243174","36714","8777","2424","6.6","13.7"
"MN","448190",193,21,171,1044.5,"Other clothing stores","243174","36714","8777","2424","6.6","13.7"
"MN","4482",348,16,325,2373.75,"Shoe stores","432054","51039","12243","3079","4.4","2.9"
"MN","44821",348,16,325,2373.75,"Shoe stores","432054","51039","12243","3079","4.4","2.9"
"MN","448210",348,16,325,2373.75,"Shoe stores","432054","51039","12243","3079","4.4","2.9"
"MN","4483",348,33,308,1992.75,"Jewelry, luggage, and leather goods stores","400936","60973","15842","2093","21.9","2.7"
"MN","44831",334,32,297,1927,"Jewelry stores","373911","58573","14957","2001","22.8","2.9"
"MN","448310",334,32,297,1927,"Jewelry stores","373911","58573","14957","2001","22.8","2.9"
"MN","44832",14,2,11,65.75,"Luggage and leather goods stores","27025","2400","885","92","8.9","0.2"
"MN","448320",14,2,11,65.75,"Luggage and leather goods stores","27025","2400","885","92","8.9","0.2"
"MN","451",1014,98,884,5576,"Sporting goods, hobby, musical instrument, and book stores","1665771","202316","47970","12117","10.7","3.8"
"MN","4511",901,92,780,4970.25,"Sporting goods, hobby, and musical instrument stores","1501749","182503","43081","10620","11.4","3.8"
"MN","45111",499,65,421,2900.5,"Sporting goods stores","1033466","116636","27622","6182","10.4","2.2"
"MN","451110",499,65,421,2900.5,"Sporting goods stores","1033466","116636","27622","6182","10.4","2.2"
"MN","45112",167,20,147,911.5,"Hobby, toy, and game stores","252649","32840","7329","2395","7.8","10.1"
"MN","451120",167,20,147,911.5,"Hobby, toy, and game stores","252649","32840","7329","2395","7.8","10.1"
"MN","45113",153,17,134,684.25,"Sewing, needlework, and piece goods stores","128229","16480","4120","1401","21.8","5.1"
"MN","451130",153,17,134,684.25,"Sewing, needlework, and piece goods stores","128229","16480","4120","1401","21.8","5.1"
"MN","45114",82,4,78,474,"Musical instrument and supplies stores","87405","16547","4010","642","17.9","2.3"
"MN","451140",82,4,78,474,"Musical instrument and supplies stores","87405","16547","4010","642","17.9","2.3"
"MN","4512",113,8,104,605.75,"Book stores and news dealers","164022","19813","4889","1497","5.0","4.0"
"MN","45121",113,8,104,605.75,"Book stores and news dealers","164022","19813","4889","1497","5.0","4.0"
"MN","451211",109,8,100,587,"Book stores","162241","19601","4837","1482","5.0","3.3"
"MN","451212",4,0,4,18.75,"News dealers and newsstands","1781","212","52","15","0.0","62.9"
"MN","452",704,70,628,5406.25,"General merchandise stores","12263192","1129035","282037","58637","0.6","0.3"
"MN","4521",188,8,180,1800,"Department stores","3996357","416112","105959","25082","1.1","0.2"
"MN","45211",188,8,180,1800,"Department stores","3996357","416112","105959","25082","1.1","0.2"
"MN","452111",61,0,61,610,"Department stores (except discount department stores)","1035436","149211","37957","9270","0.0","0.8"
"MN","452112",127,8,119,1190,"Discount department stores","2960921","266901","68002","15812","1.6","0.0"
"MN","4529",516,63,448,3606.25,"Other general merchandise stores","8266835","712923","176078","33555","0.3","0.4"
"MN","45291",103,4,99,990,"Warehouse clubs and supercenters","7041935","607881","152142","27749","0.0","0.0"
"MN","452910",103,4,99,990,"Warehouse clubs and supercenters","7041935","607881","152142","27749","0.0","0.0"
"MN","45299",413,60,349,2616.25,"All other general merchandise stores","1224900","105042","23936","5806","2.2","2.4"
"MN","452990",413,60,349,2616.25,"All other general merchandise stores","1224900","105042","23936","5806","2.2","2.4"
"MN","453",1909,171,1614,8297.25,"Miscellaneous store retailers","1490897","234920","55412","13986","21.0","5.8"
"MN","4531",300,22,275,931.75,"Florists","94981","19952","4904","1454","20.9","9.0"
"MN","45311",300,22,275,931.75,"Florists","94981","19952","4904","1454","20.9","9.0"
"MN","453110",300,22,275,931.75,"Florists","94981","19952","4904","1454","20.9","9.0"
"MN","4532",546,75,445,2451.75,"Office supplies, stationery, and gift stores","490859","70358","17031","4513","16.5","5.1"
"MN","45321",106,4,102,783.25,"Office supplies and stationery stores","218756","23819","5885","1270","6.6","3.3"
"MN","453210",106,4,102,783.25,"Office supplies and stationery stores","218756","23819","5885","1270","6.6","3.3"
"MN","45322",440,72,343,1668.5,"Gift, novelty, and souvenir stores","272103","46539","11146","3243","24.4","6.6"
"MN","453220",440,72,343,1668.5,"Gift, novelty, and souvenir stores","272103","46539","11146","3243","24.4","6.6"
"MN","4533",393,47,337,1658.25,"Used merchandise stores","268763","66512","15710","4229","18.0","6.0"
"MN","45331",393,47,337,1658.25,"Used merchandise stores","268763","66512","15710","4229","18.0","6.0"
"MN","453310",393,47,337,1658.25,"Used merchandise stores","268763","66512","15710","4229","18.0","6.0"
"MN","4539",670,90,557,3255.5,"Other miscellaneous store retailers","636294","78098","17767","3790","25.7","5.8"
"MN","45391",142,14,128,948,"Pet and pet supplies stores","234934","32574","7679","1855","11.2","3.0"
"MN","453910",142,14,128,948,"Pet and pet supplies stores","234934","32574","7679","1855","11.2","3.0"
"MN","45392",67,17,50,190.25,"Art dealers","27301","4877","864","178","35.5","6.5"
"MN","453920",67,17,50,190.25,"Art dealers","27301","4877","864","178","35.5","6.5"
"MN","45393",30,2,28,204.5,"Manufactured (mobile) home dealers","44755","4404","826","136","38.9","0.6"
"MN","453930",30,2,28,204.5,"Manufactured (mobile) home dealers","44755","4404","826","136","38.9","0.6"
"MN","45399",431,65,351,1912.75,"All other miscellaneous store retailers","329304","36243","8398","1621","33.4","8.5"
"MN","454",1458,163,1189,7346,"Nonstore retailers","9463141","663199","155404","14491","5.7","2.5"
"MN","4541",605,80,498,3088,"Electronic shopping and mail-order houses","8153494","524277","121330","10266","3.4","2.1"
"MN","45411",605,80,498,3088,"Electronic shopping and mail-order houses","8153494","524277","121330","10266","3.4","2.1"
"MN","4542",102,17,85,425.75,"Vending machine operators","150310","25840","6033","728","14.8","1.1"
"MN","45421",102,17,85,425.75,"Vending machine operators","150310","25840","6033","728","14.8","1.1"
"MN","454210",102,17,85,425.75,"Vending machine operators","150310","25840","6033","728","14.8","1.1"
"MN","4543",751,104,606,3832.25,"Direct selling establishments","1159337","113082","28041","3497","21.0","5.4"
"MN","45431",202,6,195,1754,"Fuel dealers","682851","36292","9291","1135","19.9","3.9"
"MN","454310",202,6,195,1754,"Fuel dealers","682851","36292","9291","1135","19.9","3.9"
"MN","45439",549,98,411,2078.25,"Other direct selling establishments","476486","76790","18750","2362","22.6","7.5"
"MN","454390",549,98,411,2078.25,"Other direct selling establishments","476486","76790","18750","2362","22.6","7.5"
"MO","44-45",21456,479,19270,142398.5,"Retail trade","90546581","7278175","1802425","302568","9.3","3.4"
"MO","441",2898,147,2663,21109,"Motor vehicle and parts dealers","17547209","1438612","349834","37602","17.6","3.7"
"MO","4411",1163,94,1032,8566,"Automobile dealers","14794957","1038334","251985","23594","17.2","3.6"
"MO","44111",511,26,476,4452.5,"New car dealers","13459293","948315","230468","20726","15.6","3.2"
"MO","441110",511,26,476,4452.5,"New car dealers","13459293","948315","230468","20726","15.6","3.2"
"MO","44112",652,73,556,4113.5,"Used car dealers","1335664","90019","21517","2868","32.9","7.3"
"MO","441120",652,73,556,4113.5,"Used car dealers","1335664","90019","21517","2868","32.9","7.3"
"MO","4412",325,25,297,2327.75,"Other motor vehicle dealers","970049","102096","22246","2865","23.5","2.6"
"MO","44121",52,3,48,418.75,"Recreational vehicle dealers","229397","25804","6005","602","24.7","2.0"
"MO","441210",52,3,48,418.75,"Recreational vehicle dealers","229397","25804","6005","602","24.7","2.0"
"MO","44122",273,22,249,1909,"Motorcycle, boat, and other motor vehicle dealers","740652","76292","16241","2263","23.2","2.8"
"MO","441222",113,10,103,780,"Boat dealers","251050","26931","5507","784","25.1","3.0"
"MO","441228",160,14,146,1129,"Motorcycle, ATV, and all other motor vehicle dealers","489602","49361","10734","1479","22.2","2.7"
"MO","4413",1410,66,1334,10215.25,"Automotive parts, accessories, and tire stores","1782203","298182","75603","11143","17.9","5.1"
"MO","44131",876,44,831,6317.5,"Automotive parts and accessories stores","1051799","167008","41980","6967","15.4","2.7"
"MO","441310",876,44,831,6317.5,"Automotive parts and accessories stores","1051799","167008","41980","6967","15.4","2.7"
"MO","44132",534,26,503,3897.75,"Tire dealers","730404","131174","33623","4176","21.6","8.5"
"MO","441320",534,26,503,3897.75,"Tire dealers","730404","131174","33623","4176","21.6","8.5"
"MO","442",1000,69,918,6256.75,"Furniture and home furnishings stores","1399324","186024","45211","7846","18.3","4.9"
"MO","4421",428,24,400,3036.5,"Furniture stores","714763","93434","23292","3316","20.6","6.6"
"MO","44211",428,24,400,3036.5,"Furniture stores","714763","93434","23292","3316","20.6","6.6"
"MO","442110",428,24,400,3036.5,"Furniture stores","714763","93434","23292","3316","20.6","6.6"
"MO","4422",572,48,518,3220.25,"Home furnishings stores","684561","92590","21919","4530","15.9","3.1"
"MO","44221",256,20,233,1559.5,"Floor covering stores","289663","43233","10454","1264","22.0","3.8"
"MO","442210",256,20,233,1559.5,"Floor covering stores","289663","43233","10454","1264","22.0","3.8"
"MO","44229",316,29,285,1660.75,"Other home furnishings stores","394898","49357","11465","3266","11.4","2.6"
"MO","442291",30,4,26,124.25,"Window treatment stores","13817","2097","483","88","20.2","5.0"
"MO","442299",286,25,259,1536.5,"All other home furnishings stores","381081","47260","10982","3178","11.0","2.5"
"MO","443",1086,93,949,5488.5,"Electronics and appliance stores","1611045","184156","45041","8381","11.4","5.2"
"MO","4431",1086,93,949,5488.5,"Electronics and appliance stores","1611045","184156","45041","8381","11.4","5.2"
"MO","44314",1086,93,949,5488.5,"Electronics and appliance stores","1611045","184156","45041","8381","11.4","5.2"
"MO","443141",219,18,201,1152.25,"Household appliance stores","272289","33252","7753","1427","25.3","8.7"
"MO","443142",867,79,748,4336.25,"Electronics stores","1338756","150904","37288","6954","8.6","4.4"
"MO","444",1971,100,1850,14728.25,"Building material and garden equipment and supplies dealers","6732863","734922","177634","26976","9.1","2.7"
"MO","4441",1351,68,1269,10023.5,"Building material and supplies dealers","4929530","596757","146188","21383","6.8","2.3"
"MO","44411",193,5,188,1754,"Home centers","2873744","301487","74865","12319","1.8","0.6"
"MO","444110",193,5,188,1754,"Home centers","2873744","301487","74865","12319","1.8","0.6"
"MO","44412",128,4,124,930.25,"Paint and wallpaper stores","142174","18239","4649","548","1.6","3.1"
"MO","444120",128,4,124,930.25,"Paint and wallpaper stores","142174","18239","4649","548","1.6","3.1"
"MO","44413",324,19,303,2126.75,"Hardware stores","407732","57796","13755","2722","19.1","1.6"
"MO","444130",324,19,303,2126.75,"Hardware stores","407732","57796","13755","2722","19.1","1.6"
"MO","44419",706,46,654,5212.5,"Other building material dealers","1505880","219235","52919","5794","13.6","5.6"
"MO","444190",706,46,654,5212.5,"Other building material dealers","1505880","219235","52919","5794","13.6","5.6"
"MO","4442",620,36,581,4704.75,"Lawn and garden equipment and supplies stores","1803333","138165","31446","5593","15.4","3.9"
"MO","44421",97,8,89,563.25,"Outdoor power equipment stores","114126","15946","3733","554","38.3","2.9"
"MO","444210",97,8,89,563.25,"Outdoor power equipment stores","114126","15946","3733","554","38.3","2.9"
"MO","44422",523,29,492,4141.5,"Nursery, garden center, and farm supply stores","1689207","122219","27713","5039","13.9","4.0"
"MO","444220",523,29,492,4141.5,"Nursery, garden center, and farm supply stores","1689207","122219","27713","5039","13.9","4.0"
"MO","445",2060,180,1775,13118.75,"Food and beverage stores","9288771","937523","243227","47881","9.1","3.8"
"MO","4451",1357,130,1180,9650,"Grocery stores","8754670","877826","228789","44113","8.3","3.5"
"MO","44511",1112,83,1007,8558.25,"Supermarkets and other grocery (except convenience) stores","8578438","863864","225490","43087","7.5","3.3"
"MO","445110",1112,83,1007,8558.25,"Supermarkets and other grocery (except convenience) stores","8578438","863864","225490","43087","7.5","3.3"
"MO","44512",245,57,173,1091.75,"Convenience stores","176232","13962","3299","1026","45.5","14.6"
"MO","445120",245,57,173,1091.75,"Convenience stores","176232","13962","3299","1026","45.5","14.6"
"MO","4452",322,49,267,1324.75,"Specialty food stores","174303","31723","7811","2020","20.9","10.1"
"MO","4453",381,49,328,2144,"Beer, wine, and liquor stores","359798","27974","6627","1748","23.6","7.3"
"MO","44531",381,49,328,2144,"Beer, wine, and liquor stores","359798","27974","6627","1748","23.6","7.3"
"MO","445310",381,49,328,2144,"Beer, wine, and liquor stores","359798","27974","6627","1748","23.6","7.3"
"MO","446",1650,101,1495,11161.75,"Health and personal care stores","5105151","591027","143458","18546","10.5","3.5"
"MO","4461",1650,101,1495,11161.75,"Health and personal care stores","5105151","591027","143458","18546","10.5","3.5"
"MO","44611",772,48,709,6873,"Pharmacies and drug stores","4449793","458372","111166","12963","10.4","3.2"
"MO","446110",772,48,709,6873,"Pharmacies and drug stores","4449793","458372","111166","12963","10.4","3.2"
"MO","44612",278,29,240,1417.25,"Cosmetics, beauty supplies, and perfume stores","217916","35387","7944","2166","10.3","4.8"
"MO","446120",278,29,240,1417.25,"Cosmetics, beauty supplies, and perfume stores","217916","35387","7944","2166","10.3","4.8"
"MO","44613",216,10,206,1178.75,"Optical goods stores","150134","34205","8600","1390","8.1","4.0"
"MO","446130",216,10,206,1178.75,"Optical goods stores","150134","34205","8600","1390","8.1","4.0"
"MO","44619",384,33,340,1692.75,"Other health and personal care stores","287308","63063","15748","2027","14.2","7.4"
"MO","446191",164,16,147,671.5,"Food (health) supplement stores","73153","13108","3323","723","10.4","8.9"
"MO","446199",220,22,193,1021.25,"All other health and personal care stores","214155","49955","12425","1304","15.5","6.9"
"MO","447",2857,169,2606,24855.5,"Gasoline stations","16169222","441345","104231","26616","11.4","6.5"
"MO","4471",2857,169,2606,24855.5,"Gasoline stations","16169222","441345","104231","26616","11.4","6.5"
"MO","44711",2506,148,2284,22031.75,"Gasoline stations with convenience stores","12516463","362423","85166","22908","13.1","7.7"
"MO","447110",2506,148,2284,22031.75,"Gasoline stations with convenience stores","12516463","362423","85166","22908","13.1","7.7"
"MO","44719",351,29,322,2823.75,"Other gasoline stations","3652759","78922","19065","3708","5.7","2.4"
"MO","447190",351,29,322,2823.75,"Other gasoline stations","3652759","78922","19065","3708","5.7","2.4"
"MO","448",2468,115,2252,15539.25,"Clothing and clothing accessories stores","3053967","379578","94418","26145","6.7","2.3"
"MO","4481",1664,89,1513,10488.5,"Clothing stores","2157746","268109","66937","20752","4.6","2.2"
"MO","44811",110,9,100,663.5,"Men's clothing stores","99911","18180","4616","798","9.8","2.9"
"MO","448110",110,9,100,663.5,"Men's clothing stores","99911","18180","4616","798","9.8","2.9"
"MO","44812",657,42,600,4163.5,"Women's clothing stores","558104","75864","18576","6068","5.4","3.7"
"MO","448120",657,42,600,4163.5,"Women's clothing stores","558104","75864","18576","6068","5.4","3.7"
"MO","44813",120,13,106,761.75,"Children's and infants' clothing stores","158936","14327","3559","1321","1.9","0.2"
"MO","448130",120,13,106,761.75,"Children's and infants' clothing stores","158936","14327","3559","1321","1.9","0.2"
"MO","44814",411,29,377,3079.25,"Family clothing stores","1036119","117676","29725","9402","2.4","0.8"
"MO","448140",411,29,377,3079.25,"Family clothing stores","1036119","117676","29725","9402","2.4","0.8"
"MO","44815",149,12,137,760.75,"Clothing accessories stores","126902","16003","4114","1274","9.9","2.9"
"MO","448150",149,12,137,760.75,"Clothing accessories stores","126902","16003","4114","1274","9.9","2.9"
"MO","44819",217,21,193,1059.75,"Other clothing stores","177774","26059","6347","1889","10.9","6.5"
"MO","448190",217,21,193,1059.75,"Other clothing stores","177774","26059","6347","1889","10.9","6.5"
"MO","4482",456,25,425,3094.25,"Shoe stores","488540","55509","13680","3411","3.4","2.0"
"MO","44821",456,25,425,3094.25,"Shoe stores","488540","55509","13680","3411","3.4","2.0"
"MO","448210",456,25,425,3094.25,"Shoe stores","488540","55509","13680","3411","3.4","2.0"
"MO","4483",348,29,314,1956.5,"Jewelry, luggage, and leather goods stores","407681","55960","13801","1982","21.3","3.2"
"MO","44831",337,29,303,1893,"Jewelry stores","395455","54922","13580","1948","21.7","3.1"
"MO","448310",337,29,303,1893,"Jewelry stores","395455","54922","13580","1948","21.7","3.1"
"MO","44832",11,0,11,63.5,"Luggage and leather goods stores","12226","1038","221","34","8.3","4.0"
"MO","448320",11,0,11,63.5,"Luggage and leather goods stores","12226","1038","221","34","8.3","4.0"
"MO","451",851,81,742,4519,"Sporting goods, hobby, musical instrument, and book stores","1326266","171131","39421","9840","9.2","5.3"
"MO","4511",722,76,626,3809.5,"Sporting goods, hobby, and musical instrument stores","1163131","152544","34812","8520","10.2","5.6"
"MO","45111",355,42,310,1958,"Sporting goods stores","681785","84992","19253","4314","11.6","5.9"
"MO","451110",355,42,310,1958,"Sporting goods stores","681785","84992","19253","4314","11.6","5.9"
"MO","45112",176,22,153,984.25,"Hobby, toy, and game stores","318347","39374","8934","2675","3.8","3.5"
"MO","451120",176,22,153,984.25,"Hobby, toy, and game stores","318347","39374","8934","2675","3.8","3.5"
"MO","45113",98,17,78,365,"Sewing, needlework, and piece goods stores","71107","10108","2420","760","18.0","6.3"
"MO","451130",98,17,78,365,"Sewing, needlework, and piece goods stores","71107","10108","2420","760","18.0","6.3"
"MO","45114",93,7,85,502.25,"Musical instrument and supplies stores","91892","18070","4205","771","15.8","10.3"
"MO","451140",93,7,85,502.25,"Musical instrument and supplies stores","91892","18070","4205","771","15.8","10.3"
"MO","4512",129,13,116,709.5,"Book stores and news dealers","163135","18587","4609","1320","2.0","3.4"
"MO","45121",129,13,116,709.5,"Book stores and news dealers","163135","18587","4609","1320","2.0","3.4"
"MO","451211",117,12,105,670.75,"Book stores","159212","18024","4470","1287","2.0","3.4"
"MO","451212",12,1,11,38.75,"News dealers and newsstands","3923","563","139","33","3.5","6.6"
"MO","452",1073,53,1013,9389.75,"General merchandise stores","14309219","1318233","325344","64255","0.1","0.4"
"MO","4521",167,1,166,1660,"Department stores","3088680","331510","81596","18681","0.0","1.3"
"MO","45211",167,1,166,1660,"Department stores","3088680","331510","81596","18681","0.0","1.3"
"MO","452111",58,1,57,570,"Department stores (except discount department stores)","982171","142150","35868","7696","0.0","2.8"
"MO","452112",109,0,109,1090,"Discount department stores","2106509","189360","45728","10985","0.0","0.6"
"MO","4529",906,52,847,7729.75,"Other general merchandise stores","11220539","986723","243748","45574","0.2","0.2"
"MO","45291",132,1,131,1310,"Warehouse clubs and supercenters","D","D","D","k","D","D"
"MO","452910",132,1,131,1310,"Warehouse clubs and supercenters","D","D","D","k","D","D"
"MO","45299",774,51,716,6419.75,"All other general merchandise stores","D","D","D","i","D","D"
"MO","452990",774,51,716,6419.75,"All other general merchandise stores","D","D","D","i","D","D"
"MO","453",2252,194,1922,9442.5,"Miscellaneous store retailers","1732235","250909","59482","13776","18.9","11.3"
"MO","4531",337,39,294,859,"Florists","102070","20571","5047","1364","21.9","10.3"
"MO","45311",337,39,294,859,"Florists","102070","20571","5047","1364","21.9","10.3"
"MO","453110",337,39,294,859,"Florists","102070","20571","5047","1364","21.9","10.3"
"MO","4532",616,58,539,2674.5,"Office supplies, stationery, and gift stores","497041","69090","17253","4219","15.5","6.0"
"MO","45321",137,8,129,941.75,"Office supplies and stationery stores","267854","28893","7427","1480","4.5","0.3"
"MO","453210",137,8,129,941.75,"Office supplies and stationery stores","267854","28893","7427","1480","4.5","0.3"
"MO","45322",479,52,410,1732.75,"Gift, novelty, and souvenir stores","229187","40197","9826","2739","28.3","12.7"
"MO","453220",479,52,410,1732.75,"Gift, novelty, and souvenir stores","229187","40197","9826","2739","28.3","12.7"
"MO","4533",481,68,400,1630.25,"Used merchandise stores","227342","57311","13221","3442","28.2","19.1"
"MO","45331",481,68,400,1630.25,"Used merchandise stores","227342","57311","13221","3442","28.2","19.1"
"MO","453310",481,68,400,1630.25,"Used merchandise stores","227342","57311","13221","3442","28.2","19.1"
"MO","4539",818,102,689,4278.75,"Other miscellaneous store retailers","905782","103937","23961","4751","18.0","12.3"
"MO","45391",152,13,139,957,"Pet and pet supplies stores","243886","35628","8703","1990","14.3","2.8"
"MO","453910",152,13,139,957,"Pet and pet supplies stores","243886","35628","8703","1990","14.3","2.8"
"MO","45392",59,15,43,144,"Art dealers","16816","3392","867","126","42.8","23.3"
"MO","453920",59,15,43,144,"Art dealers","16816","3392","867","126","42.8","23.3"
"MO","45393",53,5,48,336.5,"Manufactured (mobile) home dealers","65978","7236","1719","232","24.8","3.0"
"MO","453930",53,5,48,336.5,"Manufactured (mobile) home dealers","65978","7236","1719","232","24.8","3.0"
"MO","45399",554,77,459,2841.25,"All other miscellaneous store retailers","579102","57681","12672","2403","18.1","17.0"
"MO","454",1290,138,1085,6789.5,"Nonstore retailers","12271309","644715","175124","14704","2.8","1.0"
"MO","4541",497,82,395,2579.5,"Electronic shopping and mail-order houses","11322520","521080","144728","10689","1.5","0.8"
"MO","45411",497,82,395,2579.5,"Electronic shopping and mail-order houses","11322520","521080","144728","10689","1.5","0.8"
"MO","4542",112,9,103,531,"Vending machine operators","164503","33404","8237","990","17.5","2.4"
"MO","45421",112,9,103,531,"Vending machine operators","164503","33404","8237","990","17.5","2.4"
"MO","454210",112,9,103,531,"Vending machine operators","164503","33404","8237","990","17.5","2.4"
"MO","4543",681,75,587,3679,"Direct selling establishments","784286","90231","22159","3025","18.7","3.6"
"MO","45431",287,5,282,2239.25,"Fuel dealers","487609","40125","9556","1332","13.4","2.6"
"MO","454310",287,5,282,2239.25,"Fuel dealers","487609","40125","9556","1332","13.4","2.6"
"MO","45439",394,71,305,1439.75,"Other direct selling establishments","296677","50106","12603","1693","27.4","5.1"
"MO","454390",394,71,305,1439.75,"Other direct selling establishments","296677","50106","12603","1693","27.4","5.1"
"MS","44-45",11594,247,10316,77823.75,"Retail trade","37053190","2968401","730700","136032","12.7","5.0"
"MS","441",1524,79,1404,10976.5,"Motor vehicle and parts dealers","6719665","556283","134992","15581","25.3","3.6"
"MS","4411",555,44,499,4073.25,"Automobile dealers","5439050","367511","87973","8516","24.9","3.1"
"MS","44111",214,6,208,1963.5,"New car dealers","4787095","322975","76766","7133","22.9","2.6"
"MS","441110",214,6,208,1963.5,"New car dealers","4787095","322975","76766","7133","22.9","2.6"
"MS","44112",341,40,291,2109.75,"Used car dealers","651955","44536","11207","1383","39.5","6.7"
"MS","441120",341,40,291,2109.75,"Used car dealers","651955","44536","11207","1383","39.5","6.7"
"MS","4412",134,13,117,916.75,"Other motor vehicle dealers","370192","33602","7543","980","23.0","6.4"
"MS","44121",29,1,28,215,"Recreational vehicle dealers","101298","10053","2266","259","19.6","13.1"
"MS","441210",29,1,28,215,"Recreational vehicle dealers","101298","10053","2266","259","19.6","13.1"
"MS","44122",105,13,89,701.75,"Motorcycle, boat, and other motor vehicle dealers","268894","23549","5277","721","24.3","3.9"
"MS","441222",39,5,33,255.75,"Boat dealers","49247","5239","1196","182","15.2","18.0"
"MS","441228",66,9,56,446,"Motorcycle, ATV, and all other motor vehicle dealers","219647","18310","4081","539","26.4","0.8"
"MS","4413",835,41,788,5986.5,"Automotive parts, accessories, and tire stores","910423","155170","39476","6085","28.7","5.6"
"MS","44131",561,20,541,4148.25,"Automotive parts and accessories stores","606426","96674","24442","4288","24.8","4.7"
"MS","441310",561,20,541,4148.25,"Automotive parts and accessories stores","606426","96674","24442","4288","24.8","4.7"
"MS","44132",274,23,247,1838.25,"Tire dealers","303997","58496","15034","1797","36.5","7.5"
"MS","441320",274,23,247,1838.25,"Tire dealers","303997","58496","15034","1797","36.5","7.5"
"MS","442",516,42,460,2899.25,"Furniture and home furnishings stores","580584","91469","22868","3631","27.4","4.6"
"MS","4421",259,18,237,1572.25,"Furniture stores","365865","63553","16134","2155","30.7","4.6"
"MS","44211",259,18,237,1572.25,"Furniture stores","365865","63553","16134","2155","30.7","4.6"
